closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,window high,window low,window mean,window segment,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),merge between a window and a cluster,index
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,110
,,,,,,[0.47311828 0.16666667 0.54301075 0.26344086],[0.15591398 0.05376344 0.07526882 0.05376344],[0.31451613 0.11021505 0.30913978 0.15860215],5,-1,9,,,,,,,,,,,110
[0.47849462 0.16666667 0.54301075 0.26344086],[0.15591398 0.05376344 0.05376344 0.05376344],[0.3172043  0.11021505 0.2983871  0.15860215],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.47849462 0.13978495 0.43010753 0.16129032],[0.24731183 0.05376344 0.05376344 0.06451613],[0.36290323 0.09677419 0.24193548 0.11290323],-1.0,9.0,False,True,[],[],False,111
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,111
,,,,,,[0.47849462 0.16666667 0.54301075 0.26344086],[0.15591398 0.05376344 0.05376344 0.05376344],[0.3172043  0.11021505 0.2983871  0.15860215],5,-1,9,,,,,,,,,,,111
[0.47849462 0.19892473 0.54301075 0.3172043 ],[0.15591398 0.05376344 0.05376344 0.05376344],[0.3172043  0.12634409 0.2983871  0.18548387],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.39247312 0.19892473 0.48924731 0.3172043 ],[0.24731183 0.05913978 0.07526882 0.06451613],[0.31989247 0.12903226 0.28225806 0.19086022],-1.0,9.0,False,True,[],[],False,112
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,112
,,,,,,[0.47849462 0.19892473 0.54301075 0.3172043 ],[0.15591398 0.05376344 0.05376344 0.05376344],[0.3172043  0.12634409 0.2983871  0.18548387],5,-1,9,,,,,,,,,,,112
[0.47849462 0.19892473 0.54301075 0.3172043 ],[0.15591398 0.05376344 0.05376344 0.05376344],[0.3172043  0.12634409 0.2983871  0.18548387],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.96236559 0.40322581 0.61290323 0.1827957 ],[0.39247312 0.14516129 0.5        0.10752688],[0.67741935 0.27419355 0.55645161 0.14516129],-1.0,9.0,False,False,[],[6],False,113
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,113
,,,,,,[0.47849462 0.19892473 0.54301075 0.3172043 ],[0.15591398 0.05376344 0.05376344 0.05376344],[0.3172043  0.12634409 0.2983871  0.18548387],5,-1,9,,,,,,,,,,,113
,,,,,,[0.96236559 0.40322581 0.61290323 0.1827957 ],[0.39247312 0.14516129 0.5        0.10752688],[0.67741935 0.27419355 0.55645161 0.14516129],6,-1,9,,,,,,,,,,,113
[0.56451613 0.19892473 0.54301075 0.3172043 ],[0.15591398 0.05376344 0.05376344 0.05376344],[0.36021505 0.12634409 0.2983871  0.18548387],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.56451613 0.13978495 0.48387097 0.19892473],[0.29569892 0.05376344 0.09139785 0.06451613],[0.43010753 0.09677419 0.28763441 0.13172043],-1.0,9.0,False,True,[],[],False,114
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,114
,,,,,,[0.56451613 0.19892473 0.54301075 0.3172043 ],[0.15591398 0.05376344 0.05376344 0.05376344],[0.36021505 0.12634409 0.2983871  0.18548387],5,-1,9,,,,,,,,,,,114
,,,,,,[0.96236559 0.40322581 0.61290323 0.1827957 ],[0.39247312 0.14516129 0.5        0.10752688],[0.67741935 0.27419355 0.55645161 0.14516129],6,-1,9,,,,,,,,,,,114
[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.51075269 0.10215054 0.09139785 0.10752688],[0.3172043  0.05376344 0.07526882 0.08602151],[0.41397849 0.07795699 0.08333333 0.09677419],-1.0,9.0,False,False,[],[7],False,115
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,115
,,,,,,[0.56451613 0.19892473 0.54301075 0.3172043 ],[0.15591398 0.05376344 0.05376344 0.05376344],[0.36021505 0.12634409 0.2983871  0.18548387],5,-1,9,,,,,,,,,,,115
,,,,,,[0.96236559 0.40322581 0.61290323 0.1827957 ],[0.39247312 0.14516129 0.5        0.10752688],[0.67741935 0.27419355 0.55645161 0.14516129],6,-1,9,,,,,,,,,,,115
,,,,,,[0.51075269 0.10215054 0.09139785 0.10752688],[0.3172043  0.05376344 0.07526882 0.08602151],[0.41397849 0.07795699 0.08333333 0.09677419],7,-1,9,,,,,,,,,,,115
[0.96236559 0.62903226 0.62903226 0.47311828],[0.3172043  0.10215054 0.07526882 0.08602151],[0.63978495 0.3655914  0.35215054 0.27956989],-1.0,9.0,6.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.79569892 0.62903226 0.62903226 0.47311828],[0.3172043  0.10215054 0.07526882 0.08602151],[0.55645161 0.3655914  0.35215054 0.27956989],-1.0,10.0,False,True,[],[],False,116
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,116
,,,,,,[0.56451613 0.19892473 0.54301075 0.3172043 ],[0.15591398 0.05376344 0.05376344 0.05376344],[0.36021505 0.12634409 0.2983871  0.18548387],5,-1,9,,,,,,,,,,,116
,,,,,,[0.96236559 0.62903226 0.62903226 0.47311828],[0.3172043  0.10215054 0.07526882 0.08602151],[0.63978495 0.3655914  0.35215054 0.27956989],6,-1,9,,,,,,,,,,,116
,,,,,,[0.51075269 0.10215054 0.09139785 0.10752688],[0.3172043  0.05376344 0.07526882 0.08602151],[0.41397849 0.07795699 0.08333333 0.09677419],7,-1,9,,,,,,,,,,,116
[0.96236559 0.62903226 0.62903226 0.47311828],[0.3172043  0.10215054 0.07526882 0.08602151],[0.63978495 0.3655914  0.35215054 0.27956989],-1.0,9.0,6.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.83870968 0.59139785 0.91397849 0.5483871 ],[0.6344086  0.39784946 0.48924731 0.37096774],[0.73655914 0.49462366 0.7016129  0.45967742],-1.0,10.0,False,False,[],[],True,117
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,117
,,,,,,[0.56451613 0.19892473 0.54301075 0.3172043 ],[0.15591398 0.05376344 0.05376344 0.05376344],[0.36021505 0.12634409 0.2983871  0.18548387],5,-1,9,,,,,,,,,,,117
,,,,,,[0.90053763 0.61021505 0.77150538 0.51075269],[0.47580645 0.25       0.28225806 0.22849462],[0.68817204 0.43010753 0.52688172 0.36962366],6,-1,9,,,,,,,,,,,117
,,,,,,[0.51075269 0.10215054 0.09139785 0.10752688],[0.3172043  0.05376344 0.07526882 0.08602151],[0.41397849 0.07795699 0.08333333 0.09677419],7,-1,9,,,,,,,,,,,117
[0.84946237 0.46774194 0.54301075 0.36021505],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.2983871  0.20698925],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.84946237 0.46774194 0.54301075 0.36021505],[0.29569892 0.05376344 0.07526882 0.05913978],[0.57258065 0.26075269 0.30913978 0.20967742],-1.0,10.0,False,True,[],[],False,118
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,118
,,,,,,[0.84946237 0.46774194 0.54301075 0.36021505],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.2983871  0.20698925],5,-1,9,,,,,,,,,,,118
,,,,,,[0.90053763 0.61021505 0.77150538 0.51075269],[0.47580645 0.25       0.28225806 0.22849462],[0.68817204 0.43010753 0.52688172 0.36962366],6,-1,9,,,,,,,,,,,118
,,,,,,[0.51075269 0.10215054 0.09139785 0.10752688],[0.3172043  0.05376344 0.07526882 0.08602151],[0.41397849 0.07795699 0.08333333 0.09677419],7,-1,9,,,,,,,,,,,118
[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.57526882 0.42473118 0.69354839 0.60215054],[0.27419355 0.05376344 0.24731183 0.08064516],[0.42473118 0.23924731 0.47043011 0.34139785],-1.0,10.0,False,True,[],[],False,119
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,119
,,,,,,[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],5,-1,9,,,,,,,,,,,119
,,,,,,[0.90053763 0.61021505 0.77150538 0.51075269],[0.47580645 0.25       0.28225806 0.22849462],[0.68817204 0.43010753 0.52688172 0.36962366],6,-1,9,,,,,,,,,,,119
,,,,,,[0.51075269 0.10215054 0.09139785 0.10752688],[0.3172043  0.05376344 0.07526882 0.08602151],[0.41397849 0.07795699 0.08333333 0.09677419],7,-1,9,,,,,,,,,,,119
[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.74193548 0.38709677 0.57526882 0.4516129 ],[0.38709677 0.05913978 0.09139785 0.09677419],[0.56451613 0.22311828 0.33333333 0.27419355],-1.0,10.0,False,True,[],[],False,120
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,120
,,,,,,[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],5,-1,9,,,,,,,,,,,120
,,,,,,[0.90053763 0.61021505 0.77150538 0.51075269],[0.47580645 0.25       0.28225806 0.22849462],[0.68817204 0.43010753 0.52688172 0.36962366],6,-1,9,,,,,,,,,,,120
,,,,,,[0.51075269 0.10215054 0.09139785 0.10752688],[0.3172043  0.05376344 0.07526882 0.08602151],[0.41397849 0.07795699 0.08333333 0.09677419],7,-1,9,,,,,,,,,,,120
[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.58602151 0.23655914 0.50537634 0.19354839],[0.26344086 0.12903226 0.10215054 0.05913978],[0.42473118 0.1827957  0.30376344 0.12634409],-1.0,10.0,False,True,[],[],False,121
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,121
,,,,,,[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],5,-1,9,,,,,,,,,,,121
,,,,,,[0.90053763 0.61021505 0.77150538 0.51075269],[0.47580645 0.25       0.28225806 0.22849462],[0.68817204 0.43010753 0.52688172 0.36962366],6,-1,9,,,,,,,,,,,121
,,,,,,[0.51075269 0.10215054 0.09139785 0.10752688],[0.3172043  0.05376344 0.07526882 0.08602151],[0.41397849 0.07795699 0.08333333 0.09677419],7,-1,9,,,,,,,,,,,121
[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.62365591 0.3172043  0.59677419 0.32795699],[0.29032258 0.05376344 0.07526882 0.06451613],[0.45698925 0.18548387 0.33602151 0.19623656],-1.0,10.0,False,True,[],[],False,122
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,122
,,,,,,[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],5,-1,9,,,,,,,,,,,122
,,,,,,[0.90053763 0.61021505 0.77150538 0.51075269],[0.47580645 0.25       0.28225806 0.22849462],[0.68817204 0.43010753 0.52688172 0.36962366],6,-1,9,,,,,,,,,,,122
,,,,,,[0.51075269 0.10215054 0.09139785 0.10752688],[0.3172043  0.05376344 0.07526882 0.08602151],[0.41397849 0.07795699 0.08333333 0.09677419],7,-1,9,,,,,,,,,,,122
[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.68817204 0.44086022 0.65053763 0.39247312],[0.30107527 0.05376344 0.11290323 0.06451613],[0.49462366 0.24731183 0.38172043 0.22849462],-1.0,10.0,False,True,[],[],False,123
,,,,,,[0.08602151 0.00537634 0.02150538 0.05376344],[0. 0. 0. 0.],[0.04301075 0.00268817 0.01075269 0.02688172],4,-1,8,,,,,,,,,,,123
,,,,,,[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],5,-1,9,,,,,,,,,,,123
,,,,,,[0.90053763 0.61021505 0.77150538 0.51075269],[0.47580645 0.25       0.28225806 0.22849462],[0.68817204 0.43010753 0.52688172 0.36962366],6,-1,9,,,,,,,,,,,123
,,,,,,[0.51075269 0.10215054 0.09139785 0.10752688],[0.3172043  0.05376344 0.07526882 0.08602151],[0.41397849 0.07795699 0.08333333 0.09677419],7,-1,9,,,,,,,,,,,123
[0.84946237 0.46774194 0.69354839 0.60215054],[0.15591398 0.05376344 0.05376344 0.05376344],[0.50268817 0.26075269 0.37365591 0.32795699],-1.0,9.0,5.0,[0.31182796 0.05376344 0.12634409 0.13709677],[0.20698925 0.02688172 0.05913978 0.05376344],[0.2594086  0.04032258 0.09274194 0.09543011],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.62903226 0.2688172  0.41935484 0.53763441],[0.43010753 0.05376344 0.07526882 0.07526882],[0.52956989 0.16129032 0.24731183 0.30645161],-1.0,10.0,False,True,[],[],False,124
